Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
10714	2	3	1	36	-2	-2	-2	-2	-2	-2	95	217	203	0	152	71	217	203	0	152	71	77	0
9048	2	1	1	33	0	0	0	0	0	0	2689	2585	5152	5078	4842	4406	111	3108	181	286	167	143	0
5000	2	1	1	40	-1	-1	-1	-1	-1	-1	8	8	8	8	8	21	8	8	8	8	21	24	0
3095	2	2	1	27	-1	-1	-1	-1	0	0	19	0	9	12	1114	1126	0	9	12	1112	40	41	0
476	2	2	1	27	0	0	-1	-1	-2	-2	173	51	19	0	0	0	24	19	0	0	0	0	0
5476	2	2	1	30	0	0	0	0	0	0	5202	5316	5424	5192	5318	4927	197	199	143	226	166	579	0
6667	1	2	2	27	-2	-2	-2	-2	-2	-2	37	68	37	58	37	37	69	38	58	38	38	38	0
1905	2	2	1	29	0	0	0	0	0	0	1521	1477	1186	1078	1028	939	60	60	48	48	48	48	1
4762	2	1	2	31	-2	-2	-2	-2	-2	-2	171	353	26	0	0	4	417	26	0	0	4	26	0
7143	2	2	2	30	0	0	0	0	2	0	6000	5518	5364	5632	4012	4111	262	262	405	0	167	286	0
4286	2	2	2	25	-1	-1	-2	-2	-1	0	93	0	0	0	58	112	0	0	0	58	71	0	0
5000	1	2	2	28	0	0	0	0	0	0	4476	4610	4464	3980	4069	4151	202	205	155	155	150	188	0
5714	1	2	2	46	0	0	0	0	0	0	6243	6142	6113	5866	3028	801	219	286	136	76	29	24	1
1429	2	3	2	23	0	0	0	0	0	0	730	721	708	717	726	682	43	39	71	48	48	48	0
5238	2	1	1	32	1	2	2	2	2	2	4828	4718	5032	4991	5216	5302	0	393	76	310	179	0	0
4048	1	1	2	27	0	0	2	2	2	2	3170	3304	3454	3491	3562	3752	284	317	138	138	262	24	0
2857	2	3	2	40	0	0	0	0	0	0	751	753	769	778	768	777	38	38	29	29	29	36	1
8333	1	1	1	56	0	0	0	0	0	0	6130	6112	6142	3549	3444	3323	239	183	123	120	120	120	0
6190	2	2	2	35	1	-2	-2	-1	-1	-1	0	0	0	202	69	5	0	0	202	69	5	1143	0
2857	1	2	2	31	0	0	0	0	0	0	2872	2833	2614	2476	2891	2777	127	120	95	2862	119	119	0
7857	2	1	2	44	2	0	0	2	0	0	5686	5800	6179	6044	6132	6256	245	510	0	224	227	233	1
1429	1	1	2	39	1	2	0	0	0	0	1429	1203	1382	1422	680	938	0	214	71	29	274	71	1
3810	2	2	1	40	-1	-1	-1	-1	-1	-1	16	16	16	16	16	36	16	16	16	16	36	0	0
8571	2	2	2	23	0	0	-2	-2	-2	-2	903	49	90	203	170	136	49	102	203	37	137	186	0
4762	2	1	1	27	2	2	2	0	0	0	4557	4804	4695	3477	3511	3516	360	72	123	129	126	125	1
4762	2	1	2	30	-1	-1	-1	-1	-1	-1	108	247	106	3011	17	0	247	106	3011	17	0	20	0
3571	2	2	2	23	-2	-1	0	0	0	0	23	1583	1576	1558	1468	1528	1583	58	61	119	100	238	0
952	2	1	1	40	-1	-1	-1	-1	-1	0	18	18	18	18	37	18	18	18	18	37	0	35	1
1667	2	1	2	29	0	0	0	0	0	0	1035	996	964	1040	1044	1146	71	71	167	238	357	24	0
8571	2	2	2	41	-1	-1	-1	-1	-1	-1	87	34	27	46	466	397	34	27	46	466	397	17	0
5714	2	1	2	28	0	0	0	0	0	0	1113	879	708	544	472	300	44	40	36	119	62	119	0
476	1	2	2	27	0	0	0	0	0	0	449	426	364	304	85	0	32	29	6	2	0	0	0
476	2	1	2	22	0	0	0	0	0	0	482	486	466	476	481	469	34	29	13	17	24	0	0
6905	1	1	2	37	2	0	0	0	0	0	3126	3193	3261	3326	3400	3859	112	114	113	121	512	143	1
1905	2	2	2	29	0	0	2	2	2	2	1171	1286	1252	1350	1314	1649	150	0	119	0	357	62	0
3810	2	1	2	30	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
2143	2	1	2	27	2	2	0	0	0	0	672	654	679	708	718	792	0	43	48	29	86	0	1
2381	1	1	2	26	0	0	0	0	0	0	170	203	232	338	395	466	36	36	107	119	119	119	0
5000	2	1	2	44	-1	-1	-1	-1	-1	-1	117	780	149	135	217	206	784	166	135	217	206	212	0
4048	2	2	1	34	0	0	0	0	0	0	3973	2558	2369	1167	1162	0	119	119	71	71	0	29	0
1667	2	1	2	24	2	2	2	0	0	0	629	741	583	521	313	337	124	1	71	71	33	48	1
5476	2	2	2	32	-2	-2	-2	-2	-2	-2	28	17	56	108	7	9	17	56	108	7	9	0	0
9048	1	1	2	34	-2	-2	-2	-2	-2	-2	830	150	137	21	403	22	151	137	22	403	22	0	0
2857	2	2	2	32	0	0	-2	-2	-2	-2	962	0	0	0	0	0	0	0	0	0	0	0	0
1667	2	2	2	30	0	0	2	0	0	0	255	1401	1264	1170	1122	895	1192	0	48	48	48	48	0
1905	2	2	1	34	0	0	0	2	0	0	1508	1555	1649	1608	1697	1737	71	134	0	119	71	107	0
9524	2	3	1	25	0	-1	-1	-1	-1	-1	299	23	106	340	47	23	23	106	340	47	23	152	0
476	2	2	2	23	2	2	2	2	4	3	440	481	450	529	491	461	71	0	110	0	0	0	1
4286	2	1	1	47	-1	-1	-1	-1	0	-1	19	101	65	131	33	13	101	65	131	0	13	7	0
4762	1	1	1	34	-1	-1	-1	-1	-1	-1	120	15	14	74	19	51	15	14	74	24	52	29	0
714	1	2	2	47	0	0	0	0	0	0	693	710	704	694	692	691	36	48	33	14	14	0	0
3333	2	2	1	30	-2	-2	-2	-2	-2	-2	0	0	0	0	0	27	0	0	0	0	27	0	0
6667	2	2	1	37	0	0	0	0	0	0	6019	6095	2628	2735	2816	2719	253	239	238	120	120	119	1
2857	1	1	1	43	-1	-1	-1	-1	-2	-1	4	0	19	0	0	12	0	19	0	0	12	0	0
2381	2	2	1	26	0	0	0	0	0	0	47	117	141	165	169	237	71	26	27	7	71	10	0
3095	2	1	1	36	-1	-1	-1	-1	-1	-1	218	110	119	36	0	9	110	119	36	0	9	140	0
1190	2	1	2	26	0	0	0	0	0	0	1146	1135	1132	1155	1090	1113	43	50	60	41	43	48	0
1190	2	2	2	24	0	0	2	0	0	0	433	632	309	328	343	395	353	24	24	24	71	24	0
1190	2	1	1	29	0	0	0	0	0	0	1202	1191	1176	245	229	200	52	28	24	48	24	36	0
1905	2	2	1	31	-1	-1	-1	-1	-1	0	9	9	9	9	19	9	9	9	9	19	0	0	0
6190	2	2	2	33	-2	-1	0	0	0	0	99	3119	3088	2866	2830	2866	3173	115	96	98	102	88	0
4762	2	2	2	27	1	2	-1	-1	-1	-1	437	214	222	222	214	214	0	222	222	214	214	221	0
4286	1	2	1	28	0	0	0	0	2	0	3541	3590	3722	3945	3942	4023	143	190	321	98	148	324	0
5476	2	2	2	30	-1	2	-1	-1	-1	-1	57	52	51	47	47	47	0	51	47	47	47	4	1
1429	1	1	2	39	0	0	0	0	0	0	1309	1337	1363	1394	1389	1423	49	49	53	52	57	45	0
1905	2	1	2	36	2	0	0	2	0	0	301	320	433	419	459	475	31	119	0	48	24	238	1
2381	2	3	1	40	0	0	0	0	0	0	2328	2234	2056	1847	1858	1869	107	71	71	71	71	71	0
3810	2	1	2	29	-1	-1	-1	0	-1	0	31	50	130	50	45	33	50	131	48	48	32	17	0
2857	2	1	2	23	0	0	0	0	0	0	2787	2753	2791	2782	1855	1833	143	143	95	95	71	83	0
3333	2	3	1	30	0	0	0	0	2	0	2218	2293	2334	1958	1548	1449	112	107	307	0	53	55	0
6190	2	1	1	42	-1	-1	-1	-2	-2	-2	2	23	0	0	0	0	23	0	0	0	0	0	0
1429	2	1	2	24	0	0	0	0	0	0	837	852	828	766	690	677	37	48	36	26	24	24	0
9524	2	1	2	27	1	-2	-1	0	0	-1	3	3	298	301	352	6	3	298	6	55	6	6	0
1190	1	3	1	51	0	0	0	0	0	0	1025	1023	1027	1048	1029	1032	41	39	36	36	51	37	0
4524	2	1	1	50	1	-1	-1	-1	-1	-2	0	55	380	8	0	0	55	381	8	0	0	0	0
714	1	2	3	50	2	0	0	0	0	0	273	309	344	355	393	446	48	48	16	48	60	16	1
11905	1	3	1	39	0	0	0	0	0	0	7505	7906	8930	8449	8798	8748	595	1190	476	466	336	286	0
5476	1	2	2	27	0	0	0	0	0	0	131	114	92	77	34	56	48	48	48	7	48	33	0
4762	2	3	2	31	0	0	2	2	2	2	3985	4182	4149	4263	4325	4417	262	71	167	119	148	238	0
1667	1	2	2	28	1	2	2	2	2	2	628	648	655	684	666	715	38	24	48	0	60	0	1
2381	2	3	1	36	-1	-1	-1	-1	-1	-1	11	11	11	11	11	26	11	11	11	11	26	21	0
2381	2	2	1	41	1	3	2	2	2	2	1222	1196	1224	1254	1224	0	0	55	57	0	0	0	1
476	1	2	1	47	0	0	0	0	0	0	338	356	383	451	432	446	24	33	76	33	26	9	0
1190	1	2	1	28	2	0	0	0	0	0	1010	1048	1047	750	393	458	71	48	48	48	71	24	1
2857	2	2	1	39	0	0	0	0	0	0	1063	899	663	77	78	0	48	25	6	2	0	0	0
3571	2	1	1	28	0	-1	-1	-1	-1	-1	1389	878	769	305	9	36	878	769	308	9	36	53	0
7619	1	1	1	40	-1	-1	-1	-1	0	-1	258	809	2048	5524	372	178	813	2059	5530	76	179	1	0
4286	2	2	2	34	0	0	0	0	0	0	993	1019	1051	586	612	638	43	50	36	36	36	29	0
3333	2	2	1	42	1	-2	-1	-1	-1	-1	0	0	36	25	27	0	0	36	25	27	0	120	0
1190	2	2	2	44	0	0	0	0	-1	-1	1167	1170	1134	95	9	0	48	24	86	9	0	116	0
1190	1	2	1	43	0	0	0	0	0	0	380	337	360	336	334	356	30	29	12	12	37	13	1
4048	2	2	2	23	0	-1	0	0	0	0	210	766	775	769	771	743	766	38	55	57	52	64	0
4762	2	1	2	37	-1	-1	-1	-1	0	-1	267	294	282	617	191	203	294	282	617	4	203	132	0
3571	2	1	2	30	0	0	0	0	0	0	3365	3181	2977	2580	2621	2658	190	190	119	119	119	119	0
4762	2	2	1	46	0	0	0	0	0	0	1129	901	719	626	487	297	37	36	119	71	24	119	0
10238	2	1	1	43	0	-1	-1	-1	-1	-1	714	678	797	729	720	0	682	833	729	720	0	4	0
1190	2	2	2	25	0	0	0	0	0	0	1069	1046	870	778	482	475	119	119	95	48	48	48	0
1429	2	2	2	23	2	2	-2	-2	-1	-1	60	0	0	0	36	605	0	0	0	36	605	24	0
5238	2	2	1	37	0	0	0	0	0	0	3774	3714	3564	3636	3382	3396	167	167	169	119	129	133	0
8571	1	2	2	33	-1	-1	-1	0	-1	-1	228	50	251	105	61	148	51	252	3	61	149	0	0
2857	2	3	1	45	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
11905	1	2	1	38	0	0	0	-1	0	0	1414	1183	1179	1014	1149	1226	239	172	1193	595	121	51	0
1190	1	2	2	44	0	0	0	0	0	0	1131	1154	1055	454	418	428	50	50	19	24	17	19	1
4762	2	3	2	63	-1	3	2	-1	-1	-1	15	15	8	8	8	8	0	0	8	8	8	8	1
2381	2	1	2	29	2	2	2	2	2	2	1763	1799	1820	1776	1888	1927	79	64	0	140	74	0	0
6190	2	2	2	24	0	0	0	0	0	0	1629	1438	1159	1214	1282	1351	60	95	95	91	91	71	0
2381	2	3	2	39	0	0	0	0	0	0	2058	2013	1954	619	668	681	119	119	31	119	143	119	0
4524	1	3	1	37	0	0	0	0	0	0	4317	4258	4321	4262	4170	4051	191	191	160	162	151	146	0
1667	1	2	1	26	0	0	0	0	0	0	447	471	489	549	564	576	39	33	69	24	21	25	0
1190	1	2	2	28	0	0	0	0	0	0	425	429	908	445	454	464	41	495	16	16	18	15	0
11905	2	3	2	44	-2	-2	-2	-2	-2	-2	0	30	0	0	31	0	30	0	0	31	0	0	0
1667	1	2	2	30	1	-1	0	0	0	0	0	276	319	345	430	357	276	48	33	119	7	100	0
714	1	1	1	59	-1	-1	-1	-1	-1	0	9	9	9	33	88	65	9	9	33	88	0	114	0
3333	2	2	1	24	2	-1	-1	-1	-1	-1	37	17	17	17	17	17	17	17	17	17	17	17	1
1905	1	2	1	33	0	0	0	0	0	0	525	532	556	555	569	594	40	40	24	36	48	48	0
476	1	2	1	22	0	0	0	0	0	0	461	470	483	474	474	0	35	33	9	0	0	0	0
11905	2	2	2	39	0	0	0	0	0	0	11700	11055	11362	11819	12035	11297	614	846	747	1667	421	476	0
4048	2	1	2	26	0	0	0	0	0	0	4108	3928	4039	3633	2735	2518	190	214	138	83	83	79	0
5476	1	2	2	32	0	0	0	0	0	0	3413	3199	2778	2767	2684	2587	143	119	119	119	119	120	0
238	2	2	1	40	0	0	-1	0	0	0	218	0	46	73	96	235	0	46	29	24	24	24	0
1190	2	2	1	34	2	2	2	2	2	2	1040	1063	1087	1103	1078	1151	48	48	40	0	90	40	0
1190	2	2	1	32	0	0	0	0	0	0	1180	1184	1197	478	475	474	50	50	31	17	17	24	0
1905	1	2	2	28	0	0	0	0	-2	-2	254	226	110	0	0	0	48	25	0	0	0	43	0
5714	1	2	1	40	0	0	0	0	0	0	278	239	194	200	109	85	43	27	48	24	3	4	0
7857	1	2	2	33	0	0	0	0	0	0	1214	1192	1129	960	820	807	48	48	48	48	48	48	0
3333	1	3	2	39	0	0	0	0	-1	-1	2760	2395	257	257	25	0	238	24	0	25	0	0	0
714	2	2	1	39	2	2	0	0	0	0	743	724	718	699	704	709	0	48	36	24	25	26	1
4762	2	1	1	48	-1	-1	-1	-1	-1	-1	16	0	50	85	0	41	0	50	85	0	41	26	1
1429	1	2	1	45	0	0	0	0	0	0	1612	1655	1394	1350	437	433	71	296	48	48	24	24	0
1190	1	2	2	35	1	2	2	0	0	2	967	985	962	986	1049	1062	40	0	39	83	33	40	1
4286	1	1	2	33	0	0	2	0	0	0	794	841	754	559	492	408	127	1	5	0	1	0	0
5238	2	2	1	34	-1	-1	-1	-1	-1	-1	9	26	47	9	9	9	26	50	9	9	9	9	0
4762	1	1	1	42	-1	-1	-1	-1	-1	0	87	17	70	9	9	9	17	70	9	9	0	31	0
11905	2	1	2	44	0	0	0	0	0	0	2868	4527	5051	4786	5298	4959	2381	1190	238	1190	238	238	0
3095	2	2	2	24	0	0	0	0	-1	-1	290	521	450	454	60	247	240	167	143	60	247	119	0
1667	2	3	3	49	2	0	0	0	0	0	2191	1901	1908	1137	1160	1196	73	321	167	42	55	181	1
9286	2	1	1	39	-1	-1	-1	0	0	-1	758	1341	1670	1504	1516	534	1348	1670	30	12	536	28	0
1190	2	1	2	25	0	0	0	0	0	0	1045	1073	1070	968	975	956	52	48	48	48	71	71	0
476	1	3	2	26	2	0	0	0	0	0	426	458	460	445	458	474	39	57	15	19	24	36	1
8333	2	2	2	31	1	2	0	0	0	0	6661	6035	6170	6305	6421	6564	0	232	238	224	240	225	0
5000	2	1	2	35	0	0	0	-1	0	-1	1051	940	569	121	19	4	41	24	131	0	4	9	0
2143	2	2	2	30	0	0	0	0	2	2	1795	1761	1787	1836	1803	1824	80	79	131	38	94	0	1
1429	1	1	1	46	1	2	0	0	0	0	1478	1441	1438	743	722	724	0	42	26	26	29	24	0
3571	2	3	1	34	0	0	0	0	0	0	2744	2676	2347	2281	2077	2100	238	119	95	95	78	76	0
714	2	2	1	24	0	0	0	2	2	0	637	663	693	704	627	660	36	52	36	0	48	48	1
2857	2	1	1	30	1	-2	-2	-2	-2	-1	0	0	0	0	0	4	0	0	0	0	4	5	0
2143	2	2	2	23	2	3	3	2	2	2	1967	2062	2009	1955	2009	2041	140	0	0	86	69	83	1
1190	1	2	1	31	-1	-1	2	2	-2	-2	35	62	18	0	0	0	62	0	0	0	0	0	0
11905	2	1	2	54	0	0	0	0	0	0	6199	6038	5702	4764	4408	4021	443	233	157	143	143	119	0
3571	2	2	1	41	0	0	0	0	0	0	1915	1782	1773	1713	1708	1711	80	76	64	65	67	37	0
5000	2	2	2	24	0	0	0	0	0	0	2583	2644	2636	2314	2251	2304	138	88	83	81	90	77	0
1190	2	3	1	39	2	2	2	2	2	0	740	763	791	799	779	796	43	48	28	0	29	29	1
1190	2	1	2	28	0	0	0	0	0	0	879	907	874	889	896	960	50	48	40	31	81	36	0
4286	2	3	1	64	-2	-2	-2	-2	-2	-2	431	41	88	508	53	20	41	88	508	53	36	403	0
5952	2	2	2	38	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
4286	1	3	2	27	0	0	0	0	0	0	4107	4228	4187	3787	3016	2927	191	155	155	119	119	119	0
2381	2	2	1	29	0	0	0	0	0	0	1144	1171	1208	1218	1172	1219	45	57	43	43	67	50	0
2381	2	2	2	31	0	0	0	0	0	0	1695	1729	1764	1800	1837	1880	42	43	44	44	50	50	0
476	2	2	1	30	0	0	0	0	0	0	399	423	449	476	431	472	31	57	36	14	48	48	0
4286	2	2	2	29	-1	-1	-2	-2	-1	2	332	0	0	0	25	10	0	0	0	25	0	0	0
5714	2	1	2	26	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
9524	2	2	2	27	-1	-1	-1	0	-1	-1	477	83	160	143	214	350	84	161	34	215	352	613	0
8333	1	1	1	35	0	0	2	-1	2	2	470	127	72	58	53	171	71	0	60	0	119	0	0
2381	2	1	1	26	0	0	0	0	0	0	2346	2282	2315	2227	1047	1084	102	110	65	30	1120	40	0
1190	1	3	1	54	1	2	0	0	0	0	1159	1133	1155	1179	466	473	0	50	60	19	24	21	0
714	2	2	2	27	0	0	2	0	0	0	676	749	724	714	710	380	83	0	0	0	0	0	0
476	2	1	2	22	-1	-1	-2	-2	-2	-2	437	0	0	0	0	0	0	0	0	0	0	0	0
4524	1	1	1	54	0	0	0	0	0	0	4459	4433	4429	4068	2334	2252	167	190	167	81	82	80	0
1190	1	2	1	45	0	0	0	0	0	-2	230	253	155	87	0	0	28	24	2	0	0	0	0
5714	2	2	1	52	1	-2	-2	-2	-1	-1	0	0	0	0	66	477	0	0	0	66	477	0	0
2619	2	2	1	54	2	2	2	0	0	2	2264	2260	2177	2193	2298	2233	81	0	78	167	0	83	1
476	2	2	2	31	1	5	4	4	3	2	517	502	511	496	481	488	0	24	0	0	18	0	0
4762	1	2	2	30	0	0	0	0	0	0	4268	4348	4489	4271	978	982	158	238	190	48	48	48	0
7143	2	1	2	24	0	0	0	0	0	0	834	837	746	855	928	959	36	36	129	94	54	21	0
3095	2	2	1	37	0	0	0	0	0	0	2927	2894	2566	2008	4027	2092	143	126	74	74	150	78	0
5476	2	1	2	31	-1	-1	-1	-1	-1	-1	22	41	31	21	31	19	41	31	21	31	19	25	1
6429	2	2	1	42	-1	-1	2	-1	-1	-1	27	283	138	473	88	76	284	8	481	88	76	314	0
3810	2	2	1	36	-1	-1	-1	-1	-1	-1	60	53	145	60	64	0	53	161	60	64	0	0	1
5476	1	2	1	46	0	0	0	0	0	0	2792	2606	2614	2599	2571	2601	129	131	131	95	107	119	0
476	1	2	2	47	0	0	2	0	0	0	347	387	397	414	432	469	45	24	24	24	44	24	0
7143	2	2	1	33	0	0	0	0	0	0	5925	6088	6240	6574	6658	6803	262	286	476	238	262	619	0
714	2	2	2	36	0	0	0	0	0	0	632	646	650	663	667	685	34	35	34	24	37	29	0
2381	1	2	2	44	2	2	2	2	2	2	1913	1937	2003	2021	1967	2082	69	119	71	0	148	95	1
476	2	2	1	34	0	0	2	-1	-1	-1	77	76	5	15	0	8	29	0	15	0	8	19	1
1190	1	2	2	27	1	3	2	2	0	0	984	962	1010	987	1085	1467	0	71	0	119	476	0	0
4286	2	2	2	30	0	0	0	0	0	0	4145	4093	4102	4180	4238	4261	167	190	190	167	157	167	0
2381	2	3	1	34	0	0	0	0	0	-1	232	264	209	197	166	133	119	32	71	71	133	123	0
4048	2	2	1	30	-1	-1	0	0	0	2	58	110	599	1465	1495	1414	110	548	952	105	0	67	1
6429	2	1	2	30	0	0	0	0	0	0	1940	1816	1683	1584	1454	1338	71	119	71	52	50	92	0
5476	2	2	2	23	1	3	2	2	2	2	125	120	85	739	722	910	0	0	722	0	203	0	0
1429	1	2	1	36	3	2	2	7	7	6	57	57	57	57	57	43	0	0	0	0	0	0	1
1190	1	3	2	58	0	0	0	0	0	0	180	174	166	138	95	75	27	25	4	3	4	48	0
8810	2	3	2	27	0	0	0	0	0	0	1510	3799	3831	3866	3943	2896	2381	143	143	190	107	71	0
476	2	2	1	39	1	2	2	0	-1	-1	336	267	254	189	14	0	84	0	24	14	0	0	0
5714	2	2	2	28	0	0	0	0	0	0	5573	3143	5587	5709	3159	3228	119	2857	238	119	98	95	0
8571	2	1	1	38	-2	-2	-2	-2	-2	-2	57	186	96	158	46	49	189	96	160	47	49	48	0
714	2	3	2	23	0	0	2	2	0	0	626	689	702	684	698	716	81	31	0	29	33	16	0
1190	2	2	2	46	0	0	0	0	0	0	1113	1067	1069	1103	1126	1151	50	50	60	48	48	71	0
14286	1	1	1	53	2	2	2	0	0	0	10920	11123	10925	11183	10646	10500	405	0	429	381	381	500	1
6667	2	1	1	37	1	-2	-2	-1	-1	-1	0	0	0	13	2	85	0	0	13	0	85	9	0
2381	1	1	1	60	0	0	3	2	0	0	115	198	191	138	92	62	86	0	0	0	0	65	1
3810	1	1	2	26	0	0	0	-1	-1	-1	3220	3096	1882	159	159	159	133	88	159	159	159	159	0
238	2	2	2	34	0	0	0	0	0	-2	191	218	219	198	0	0	31	24	28	0	0	0	0
714	1	1	1	31	1	2	2	2	2	2	336	352	339	386	373	407	29	0	52	0	40	0	1
476	1	1	1	50	0	0	-2	-2	-2	-2	218	0	0	0	0	0	0	1190	0	31	0	0	1
1190	2	2	1	31	0	0	0	0	0	0	325	367	382	381	376	370	48	29	24	24	24	24	0
476	1	2	2	39	0	0	0	0	0	0	315	341	366	391	401	411	31	31	31	17	17	17	1
6667	1	1	2	33	0	0	0	0	0	0	6559	4938	2555	150	138	126	211	113	39	0	0	0	0
4524	1	1	2	30	0	0	0	0	0	0	3296	3362	3440	3542	1161	1187	108	120	154	38	41	54	0
1190	2	2	2	34	0	0	0	0	0	0	1126	1153	1144	1169	1154	1178	67	72	67	48	48	48	0
6429	2	3	1	37	1	-1	0	0	0	0	6311	1430	1635	1838	2038	2427	1738	238	238	238	476	595	0
5000	2	2	1	44	0	0	0	0	0	0	2137	2144	1682	1695	1711	1665	86	74	69	62	64	95	0
4286	2	2	1	34	-2	-2	-2	-2	-2	-2	250	7	222	635	7	39	7	222	635	7	39	7	1
476	1	1	2	24	1	-1	-1	-2	-1	-1	6	13	7	8	13	5	13	7	8	13	5	6	0
5238	1	1	2	32	0	0	0	0	0	0	4938	5078	5219	5288	4140	3969	220	262	209	159	144	148	0
5476	2	1	2	37	-2	-2	-2	-2	-2	-2	54	1210	0	0	7	8	1222	0	0	7	8	0	0
1429	1	1	2	27	0	0	-1	-1	0	0	490	284	37	1406	1300	1342	95	37	1406	31	71	48	0
1429	2	1	2	24	0	-1	0	0	-1	-1	1128	114	82	57	68	80	114	25	24	68	80	121	1
1190	1	1	2	34	1	2	2	2	2	2	542	526	574	558	598	584	0	64	0	52	0	25	0
3095	2	3	1	43	3	2	2	2	2	2	454	440	490	475	515	503	0	57	0	48	0	43	1
7857	2	1	2	26	2	0	0	0	0	0	4283	4342	4200	4085	3863	3475	126	131	112	98	93	85	1
5714	2	2	1	56	2	0	0	0	0	0	3189	3304	3378	3411	4788	5136	202	155	119	1429	416	155	0
5476	2	1	2	29	2	-1	-1	-1	-1	-1	17	17	17	17	17	7	17	17	17	17	7	27	0
3333	2	2	1	40	0	0	0	0	0	0	3295	2636	1987	981	993	865	123	77	48	71	72	120	0
2143	2	4	2	49	-1	-1	-2	-2	-2	-2	41	0	0	0	0	0	0	0	0	0	0	265	0
8571	2	1	1	43	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	2	2	1	38	1	2	0	0	0	0	2009	1852	1869	1903	1842	1873	0	69	74	71	72	81	0
476	1	2	2	44	1	2	2	2	0	0	436	422	484	467	454	399	0	76	0	14	11	3	0
1190	1	2	3	48	2	2	2	2	2	0	1020	1020	1089	1088	1087	1106	24	93	24	24	40	107	1
1905	1	1	2	33	-2	-1	2	0	0	0	5990	6300	104	131	141	162	310	0	29	12	24	24	0
1190	1	2	1	40	0	0	0	0	0	0	758	679	1429	606	467	462	38	48	36	24	36	24	1
8571	1	3	1	49	0	0	0	0	0	0	4066	3654	3241	2736	2649	2622	136	128	111	93	93	112	0
11905	2	2	1	51	-2	-2	-2	-2	-2	-2	211	35	444	1081	35	14	35	444	1081	35	14	38	0
2381	2	1	2	30	0	0	0	0	0	0	2187	2152	1942	1701	1632	1592	76	72	76	71	83	62	0
8571	2	1	1	33	-1	-1	-1	-1	-1	-1	1192	419	982	211	413	696	419	983	211	413	696	96	0
9524	2	1	1	38	-1	-1	-1	-1	-1	-1	386	255	270	247	15	247	255	270	247	15	247	17	0
2857	2	1	2	24	-1	-1	-1	-1	-1	-1	70	9	46	9	0	19	9	46	9	0	19	0	1
3571	1	2	1	43	0	0	0	0	0	0	2131	2142	2070	1888	1775	1866	119	120	72	119	119	97	0
1429	2	2	2	23	0	0	0	2	0	0	530	541	609	573	408	460	48	95	0	48	71	0	0
2381	2	1	2	32	1	-1	-1	0	-1	-1	0	8	15	8	15	183	15	15	0	15	183	40	1
1905	1	3	1	55	0	0	0	0	0	0	1966	2005	1906	452	361	350	74	201	38	13	13	11	0
9286	2	1	2	53	-2	-2	-1	-1	-2	-2	11	37	16	0	0	0	37	16	0	0	0	17	0
1190	2	2	2	22	0	0	0	0	0	0	1224	1149	1045	841	575	546	49	47	32	19	20	20	0
1190	1	1	1	41	0	0	0	2	2	2	819	845	927	905	1056	1036	48	95	0	167	0	48	0
1190	2	2	2	23	-1	0	0	2	0	0	217	249	300	273	236	235	36	63	12	12	12	12	0
6667	2	2	1	37	0	0	0	-2	-2	-2	4734	4905	0	0	0	0	238	0	0	0	0	0	0
714	2	3	2	23	-1	-1	-1	-1	-1	-1	13	22	256	22	74	17	22	256	22	74	17	0	0
476	2	1	2	24	0	0	0	0	2	0	368	400	433	467	384	365	38	48	95	0	36	48	1
1429	2	2	1	33	0	0	0	0	0	0	1301	1188	1049	655	669	693	45	36	24	24	36	24	0
10000	2	1	2	37	0	0	0	0	0	0	10329	10147	9801	8118	6372	5106	369	405	322	238	183	173	0
6190	2	2	1	34	0	0	0	0	0	0	4733	4647	4560	4023	3824	3734	145	151	167	143	119	167	0
5000	1	3	1	41	-1	-1	2	0	0	-1	9	41	28	19	9	1653	41	0	0	0	1653	89	1
4286	2	1	1	38	1	2	0	0	0	0	2724	2647	2786	2846	2916	3102	0	238	143	119	238	155	0
1190	1	1	2	31	3	2	2	3	3	3	25	25	25	25	25	25	0	0	0	0	0	0	1
10714	2	2	1	36	-1	-1	-1	-1	-1	-1	74	50	5	227	81	3	50	5	227	81	3	21	0
238	2	2	2	22	0	0	2	2	2	0	161	212	206	245	232	231	58	0	43	0	12	14	1
2143	2	2	1	40	2	2	0	0	0	0	2292	2187	2161	2156	2149	2149	0	78	78	76	82	164	1
1190	1	2	2	26	0	0	0	0	0	0	598	636	672	647	666	689	48	48	48	36	36	24	0
1190	2	2	1	53	0	0	0	0	-1	2	1118	1152	1147	89	48	9	52	24	2	48	0	0	1
1190	1	2	3	52	0	0	0	0	0	0	1187	1219	1194	254	237	228	60	36	31	19	24	36	0
